method,k,alpha,beta,sample,class,sample_silhouette_score,status
baseline_KL_w1,21,0.1,NA,GCA_900095155.1_BR141012304v1_genomic.fa,inopinata,0.00000000,weak/ambiguous
baseline_KL_w1,21,1.0,NA,GCA_000157875.1_ASM15787v1_genomic.fa,Brucella_sp,-0.31693391,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000158995.1_ASM15899v1_genomic.fa,Brucella_sp,-0.37721315,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000163135.1_ASM16313v1_genomic.fa,Brucella_sp,-0.41507634,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000370925.1_Bruc_sp_56_94_V1_genomic.fa,Brucella_sp,-0.56234103,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000370945.1_Bruc_sp_63_311_V1_genomic.fa,Brucella_sp,-0.58434070,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000370965.1_Bruc_sp_F23_97_V1_genomic.fa,Brucella_sp,-0.68695725,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000370985.1_Bruc_sp_F5_06_V1_genomic.fa,Brucella_sp,-0.57394513,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000371005.1_Bruc_sp_F8_99_V1_genomic.fa,Brucella_sp,-0.55160587,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000371025.1_Bruc_sp_F96_2_V1_genomic.fa,Brucella_sp,-0.62951200,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000371045.1_Bruc_sp_UK1_97_V1_genomic.fa,Brucella_sp,-0.64545223,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000371065.1_Bruc_sp_UK40_99_V1_genomic.fa,Brucella_sp,-0.72883674,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000480195.1_Bruc_sp_04-5288_V1_genomic.fa,Brucella_sp,-0.69967956,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_000691585.1_ASM69158v1_genomic.fa,canis,0.00000000,weak/ambiguous
baseline_KL_w1,21,1.0,NA,GCA_000740135.1_ASM74013v1_genomic.fa,abortus,0.78512503,clear
baseline_KL_w1,21,1.0,NA,GCA_000740155.1_ASM74015v1_genomic.fa,abortus,0.81681284,clear
baseline_KL_w1,21,1.0,NA,GCA_000740235.1_ASM74023v1_genomic.fa,suis,0.00000000,weak/ambiguous
baseline_KL_w1,21,1.0,NA,GCA_000740275.1_ASM74027v1_genomic.fa,pinnipedialis,0.00000000,weak/ambiguous
baseline_KL_w1,21,1.0,NA,GCA_001307475.2_ASM130747v2_genomic.fa,melitensis,0.00000000,weak/ambiguous
baseline_KL_w1,21,1.0,NA,GCA_001715385.1_ASM171538v1_genomic.fa,Brucella_sp,-0.80320212,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_001742815.1_ASM174281v1_genomic.fa,Brucella_sp,-0.28429656,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_001971625.1_ASM197162v1_genomic.fa,Brucella_sp,-0.45720829,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_001971805.1_ASM197180v1_genomic.fa,Brucella_sp,-0.41937126,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_009601725.1_ASM960172v1_genomic.fa,Brucella_sp,-0.27107549,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_014084005.1_ASM1408400v1_genomic.fa,Brucella_sp,-0.45829263,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_014495905.1_ASM1449590v1_genomic.fa,Brucella_sp,-0.18772746,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_015832115.1_ASM1583211v1_genomic.fa,Brucella_sp,-0.57601932,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_900000005.1_BVF60_genomic.fa,vulpis,0.00000000,weak/ambiguous
baseline_KL_w1,21,1.0,NA,GCA_900092405.1_10RB9215v1_genomic.fa,Brucella_sp,-0.19307694,possibly_misplaced
baseline_KL_w1,21,1.0,NA,GCA_900095155.1_BR141012304v1_genomic.fa,inopinata,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.001,NA,GCA_000157875.1_ASM15787v1_genomic.fa,Brucella_sp,-0.10177293,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000158995.1_ASM15899v1_genomic.fa,Brucella_sp,-0.00796043,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000163135.1_ASM16313v1_genomic.fa,Brucella_sp,-0.31923425,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000370925.1_Bruc_sp_56_94_V1_genomic.fa,Brucella_sp,-0.44795575,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000370945.1_Bruc_sp_63_311_V1_genomic.fa,Brucella_sp,-0.48509264,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000370965.1_Bruc_sp_F23_97_V1_genomic.fa,Brucella_sp,-0.80266181,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000370985.1_Bruc_sp_F5_06_V1_genomic.fa,Brucella_sp,-0.47815909,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000371005.1_Bruc_sp_F8_99_V1_genomic.fa,Brucella_sp,-0.48509709,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000371025.1_Bruc_sp_F96_2_V1_genomic.fa,Brucella_sp,-0.63603680,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000371045.1_Bruc_sp_UK1_97_V1_genomic.fa,Brucella_sp,-0.66279037,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000371065.1_Bruc_sp_UK40_99_V1_genomic.fa,Brucella_sp,-0.81343292,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000480195.1_Bruc_sp_04-5288_V1_genomic.fa,Brucella_sp,-0.66004958,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_000691585.1_ASM69158v1_genomic.fa,canis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.001,NA,GCA_000740135.1_ASM74013v1_genomic.fa,abortus,0.63896433,clear
baseline_KL_w1,31,0.001,NA,GCA_000740155.1_ASM74015v1_genomic.fa,abortus,0.72410086,clear
baseline_KL_w1,31,0.001,NA,GCA_000740235.1_ASM74023v1_genomic.fa,suis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.001,NA,GCA_000740275.1_ASM74027v1_genomic.fa,pinnipedialis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.001,NA,GCA_001307475.2_ASM130747v2_genomic.fa,melitensis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.001,NA,GCA_001715385.1_ASM171538v1_genomic.fa,Brucella_sp,-0.84367488,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_001742815.1_ASM174281v1_genomic.fa,Brucella_sp,-0.22126219,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_001971625.1_ASM197162v1_genomic.fa,Brucella_sp,-0.41889489,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_001971805.1_ASM197180v1_genomic.fa,Brucella_sp,-0.43634606,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_009601725.1_ASM960172v1_genomic.fa,Brucella_sp,-0.19065003,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_014084005.1_ASM1408400v1_genomic.fa,Brucella_sp,-0.53309118,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_014495905.1_ASM1449590v1_genomic.fa,Brucella_sp,-0.19976574,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_015832115.1_ASM1583211v1_genomic.fa,Brucella_sp,-0.57869843,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_900000005.1_BVF60_genomic.fa,vulpis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.001,NA,GCA_900092405.1_10RB9215v1_genomic.fa,Brucella_sp,-0.22553090,possibly_misplaced
baseline_KL_w1,31,0.001,NA,GCA_900095155.1_BR141012304v1_genomic.fa,inopinata,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.01,NA,GCA_000157875.1_ASM15787v1_genomic.fa,Brucella_sp,-0.09188616,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000158995.1_ASM15899v1_genomic.fa,Brucella_sp,-0.03331384,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000163135.1_ASM16313v1_genomic.fa,Brucella_sp,-0.31904920,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000370925.1_Bruc_sp_56_94_V1_genomic.fa,Brucella_sp,-0.45572112,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000370945.1_Bruc_sp_63_311_V1_genomic.fa,Brucella_sp,-0.48681708,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000370965.1_Bruc_sp_F23_97_V1_genomic.fa,Brucella_sp,-0.79474046,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000370985.1_Bruc_sp_F5_06_V1_genomic.fa,Brucella_sp,-0.48590947,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000371005.1_Bruc_sp_F8_99_V1_genomic.fa,Brucella_sp,-0.48801615,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000371025.1_Bruc_sp_F96_2_V1_genomic.fa,Brucella_sp,-0.63656926,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000371045.1_Bruc_sp_UK1_97_V1_genomic.fa,Brucella_sp,-0.65507329,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000371065.1_Bruc_sp_UK40_99_V1_genomic.fa,Brucella_sp,-0.80812978,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000480195.1_Bruc_sp_04-5288_V1_genomic.fa,Brucella_sp,-0.65912127,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_000691585.1_ASM69158v1_genomic.fa,canis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.01,NA,GCA_000740135.1_ASM74013v1_genomic.fa,abortus,0.66655545,clear
baseline_KL_w1,31,0.01,NA,GCA_000740155.1_ASM74015v1_genomic.fa,abortus,0.74099249,clear
baseline_KL_w1,31,0.01,NA,GCA_000740235.1_ASM74023v1_genomic.fa,suis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.01,NA,GCA_000740275.1_ASM74027v1_genomic.fa,pinnipedialis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.01,NA,GCA_001307475.2_ASM130747v2_genomic.fa,melitensis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.01,NA,GCA_001715385.1_ASM171538v1_genomic.fa,Brucella_sp,-0.84116405,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_001742815.1_ASM174281v1_genomic.fa,Brucella_sp,-0.21307825,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_001971625.1_ASM197162v1_genomic.fa,Brucella_sp,-0.41292427,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_001971805.1_ASM197180v1_genomic.fa,Brucella_sp,-0.42587486,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_009601725.1_ASM960172v1_genomic.fa,Brucella_sp,-0.18371121,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_014084005.1_ASM1408400v1_genomic.fa,Brucella_sp,-0.52540973,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_014495905.1_ASM1449590v1_genomic.fa,Brucella_sp,-0.19061834,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_015832115.1_ASM1583211v1_genomic.fa,Brucella_sp,-0.57523932,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_900000005.1_BVF60_genomic.fa,vulpis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.01,NA,GCA_900092405.1_10RB9215v1_genomic.fa,Brucella_sp,-0.21512835,possibly_misplaced
baseline_KL_w1,31,0.01,NA,GCA_900095155.1_BR141012304v1_genomic.fa,inopinata,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.1,NA,GCA_000157875.1_ASM15787v1_genomic.fa,Brucella_sp,-0.19146465,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000158995.1_ASM15899v1_genomic.fa,Brucella_sp,-0.09690081,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000163135.1_ASM16313v1_genomic.fa,Brucella_sp,-0.32711322,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000370925.1_Bruc_sp_56_94_V1_genomic.fa,Brucella_sp,-0.47672663,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000370945.1_Bruc_sp_63_311_V1_genomic.fa,Brucella_sp,-0.50184485,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000370965.1_Bruc_sp_F23_97_V1_genomic.fa,Brucella_sp,-0.76807816,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000370985.1_Bruc_sp_F5_06_V1_genomic.fa,Brucella_sp,-0.50335334,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000371005.1_Bruc_sp_F8_99_V1_genomic.fa,Brucella_sp,-0.50101396,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000371025.1_Bruc_sp_F96_2_V1_genomic.fa,Brucella_sp,-0.63345426,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000371045.1_Bruc_sp_UK1_97_V1_genomic.fa,Brucella_sp,-0.64288809,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000371065.1_Bruc_sp_UK40_99_V1_genomic.fa,Brucella_sp,-0.78848291,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000480195.1_Bruc_sp_04-5288_V1_genomic.fa,Brucella_sp,-0.66439952,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_000691585.1_ASM69158v1_genomic.fa,canis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.1,NA,GCA_000740135.1_ASM74013v1_genomic.fa,abortus,0.72968071,clear
baseline_KL_w1,31,0.1,NA,GCA_000740155.1_ASM74015v1_genomic.fa,abortus,0.78375012,clear
baseline_KL_w1,31,0.1,NA,GCA_000740235.1_ASM74023v1_genomic.fa,suis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.1,NA,GCA_000740275.1_ASM74027v1_genomic.fa,pinnipedialis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.1,NA,GCA_001307475.2_ASM130747v2_genomic.fa,melitensis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.1,NA,GCA_001715385.1_ASM171538v1_genomic.fa,Brucella_sp,-0.82968940,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_001742815.1_ASM174281v1_genomic.fa,Brucella_sp,-0.20927593,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_001971625.1_ASM197162v1_genomic.fa,Brucella_sp,-0.41322852,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_001971805.1_ASM197180v1_genomic.fa,Brucella_sp,-0.41186166,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_009601725.1_ASM960172v1_genomic.fa,Brucella_sp,-0.19649305,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_014084005.1_ASM1408400v1_genomic.fa,Brucella_sp,-0.49528340,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_014495905.1_ASM1449590v1_genomic.fa,Brucella_sp,-0.17913892,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_015832115.1_ASM1583211v1_genomic.fa,Brucella_sp,-0.57541607,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_900000005.1_BVF60_genomic.fa,vulpis,0.00000000,weak/ambiguous
baseline_KL_w1,31,0.1,NA,GCA_900092405.1_10RB9215v1_genomic.fa,Brucella_sp,-0.20045064,possibly_misplaced
baseline_KL_w1,31,0.1,NA,GCA_900095155.1_BR141012304v1_genomic.fa,inopinata,0.00000000,weak/ambiguous
baseline_KL_w1,31,1.0,NA,GCA_000157875.1_ASM15787v1_genomic.fa,Brucella_sp,-0.31493005,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000158995.1_ASM15899v1_genomic.fa,Brucella_sp,-0.24001594,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000163135.1_ASM16313v1_genomic.fa,Brucella_sp,-0.41112574,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000370925.1_Bruc_sp_56_94_V1_genomic.fa,Brucella_sp,-0.52350667,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000370945.1_Bruc_sp_63_311_V1_genomic.fa,Brucella_sp,-0.58882046,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000370965.1_Bruc_sp_F23_97_V1_genomic.fa,Brucella_sp,-0.70735991,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000370985.1_Bruc_sp_F5_06_V1_genomic.fa,Brucella_sp,-0.51910355,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000371005.1_Bruc_sp_F8_99_V1_genomic.fa,Brucella_sp,-0.56756473,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000371025.1_Bruc_sp_F96_2_V1_genomic.fa,Brucella_sp,-0.58934858,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000371045.1_Bruc_sp_UK1_97_V1_genomic.fa,Brucella_sp,-0.64397688,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000371065.1_Bruc_sp_UK40_99_V1_genomic.fa,Brucella_sp,-0.74845281,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000480195.1_Bruc_sp_04-5288_V1_genomic.fa,Brucella_sp,-0.71506149,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_000691585.1_ASM69158v1_genomic.fa,canis,0.00000000,weak/ambiguous
baseline_KL_w1,31,1.0,NA,GCA_000740135.1_ASM74013v1_genomic.fa,abortus,0.84323043,clear
baseline_KL_w1,31,1.0,NA,GCA_000740155.1_ASM74015v1_genomic.fa,abortus,0.86706534,clear
baseline_KL_w1,31,1.0,NA,GCA_000740235.1_ASM74023v1_genomic.fa,suis,0.00000000,weak/ambiguous
baseline_KL_w1,31,1.0,NA,GCA_000740275.1_ASM74027v1_genomic.fa,pinnipedialis,0.00000000,weak/ambiguous
baseline_KL_w1,31,1.0,NA,GCA_001307475.2_ASM130747v2_genomic.fa,melitensis,0.00000000,weak/ambiguous
baseline_KL_w1,31,1.0,NA,GCA_001715385.1_ASM171538v1_genomic.fa,Brucella_sp,-0.81336033,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_001742815.1_ASM174281v1_genomic.fa,Brucella_sp,-0.29264111,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_001971625.1_ASM197162v1_genomic.fa,Brucella_sp,-0.47089859,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_001971805.1_ASM197180v1_genomic.fa,Brucella_sp,-0.41939179,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_009601725.1_ASM960172v1_genomic.fa,Brucella_sp,-0.29833747,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_014084005.1_ASM1408400v1_genomic.fa,Brucella_sp,-0.45066147,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_014495905.1_ASM1449590v1_genomic.fa,Brucella_sp,-0.17603029,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_015832115.1_ASM1583211v1_genomic.fa,Brucella_sp,-0.62269680,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_900000005.1_BVF60_genomic.fa,vulpis,0.00000000,weak/ambiguous
baseline_KL_w1,31,1.0,NA,GCA_900092405.1_10RB9215v1_genomic.fa,Brucella_sp,-0.19769897,possibly_misplaced
baseline_KL_w1,31,1.0,NA,GCA_900095155.1_BR141012304v1_genomic.fa,inopinata,0.00000000,weak/ambiguous
